ProductID,Color,Material,Size,Capacity,Power_W,Voltage,Warranty_Months
5646,Red,Steel,500ml,750ml,65,220V,31
5647,,Plastic,750ml,,250,230V,-7
5648,Black,Mesh,15.6,,65,230V,18
5649,Silver,Plastic,15.6,1L,N/A,,7
5650,Blue,Steel,M,N/A,120,N/A,-1
5651,Grey,Plastic,XXL,N/A,65,110V,8
5652,White,,15.6,,N/A,,2
5653,Black,Steel,S,500ml,65,,-11
5654,Black,Mesh,XL,,,,22
5655,Silver,Mesh,M,1L,120,N/A,29
5656,White,Mesh,,500ml,120,N/A,-9
5657,White,Plastic,M,1L,N/A,N/A,-2
5658,,Cotton,15.6,N/A,65,N/A,32
5659,Blue,Plastic,XL,N/A,250,,20
5660,Blue,Mesh,M,1L,N/A,N/A,1
5661,Blue,,XXL,500ml,65,,11
5662,White,,750ml,500ml,250,230V,-5
5663,Black,Plastic,S,N/A,120,,-2
5664,Red,Metal,750ml,750ml,N/A,N/A,5
5665,Black,Cotton,750ml,N/A,65,220V,20
5666,Black,Metal,S,N/A,65,220V,-10
5667,Silver,Metal,15.6,500ml,,,39
5668,Black,Plastic,500ml,N/A,N/A,N/A,24
5669,,Plastic,,N/A,250,220V,26
5670,Red,Plastic,XL,N/A,N/A,220V,16
5671,Black,Cotton,L,750ml,120,220V,38
5672,Silver,Plastic,,1L,,N/A,37
5673,Red,Cotton,,1L,N/A,,-2
5674,Grey,Plastic,M,750ml,N/A,110V,14
5675,Red,Plastic,15.6,1L,250,110V,27
5676,Black,Mesh,M,500ml,,,35
5677,Grey,Steel,750ml,,250,220V,18
5678,Silver,Metal,750ml,1L,,110V,40
5679,Blue,,M,N/A,,N/A,20
5680,Red,Plastic,XXL,750ml,N/A,N/A,-4
5681,Blue,,15.6,750ml,250,230V,42
5682,Silver,Mesh,15.6,750ml,N/A,,41
5683,Silver,Plastic,L,500ml,,,-8
5684,Blue,Mesh,M,500ml,N/A,N/A,-4
5685,Black,Steel,XXL,,120,,7
5686,Blue,Plastic,L,1L,,110V,44
5687,Black,Mesh,S,1L,120,110V,40
5688,Black,Steel,500ml,,N/A,230V,46
5689,Grey,Metal,500ml,500ml,120,230V,22
5690,Grey,,S,,N/A,110V,10
5691,,Cotton,XXL,N/A,120,,37
5692,White,Cotton,500ml,1L,N/A,220V,-2
5693,Black,Metal,750ml,750ml,,230V,29
5694,White,Plastic,S,500ml,,220V,-2
5695,Red,,L,N/A,250,230V,5
5696,Blue,Cotton,500ml,,N/A,,43
5697,Red,Metal,,,N/A,220V,47
5698,Grey,Plastic,15.6,1L,N/A,110V,-4
5699,,Metal,750ml,,,N/A,12
5700,Black,Mesh,15.6,,250,N/A,10
5701,Red,,500ml,1L,,,0
5702,Blue,,S,,N/A,220V,2
5703,Grey,Plastic,,1L,N/A,110V,-10
5704,Blue,,15.6,N/A,65,110V,17
5705,White,Mesh,500ml,N/A,120,230V,-8
5706,Silver,,500ml,,250,,2
5707,Blue,Metal,L,1L,250,,41
5708,Red,Steel,,1L,,220V,39
5709,Red,Mesh,XXL,N/A,120,N/A,42
5710,Blue,Cotton,M,,250,N/A,27
5711,,Mesh,S,1L,N/A,230V,3
5712,,Mesh,XXL,500ml,,N/A,28
5713,Black,Metal,M,,65,110V,25
5714,,Metal,L,750ml,120,220V,31
5715,Red,Steel,,500ml,250,N/A,-10
5716,Blue,Steel,XL,500ml,120,110V,-11
5717,Black,Plastic,M,N/A,120,,44
5718,Grey,Steel,M,1L,120,230V,-3
5719,White,Cotton,,,N/A,110V,4
5720,White,Mesh,XXL,N/A,,N/A,25
5721,Red,Mesh,15.6,750ml,65,110V,19
5722,Blue,Steel,15.6,500ml,250,N/A,38
5723,Grey,Steel,M,1L,250,230V,-11
5724,,Metal,S,,N/A,110V,37
5725,Grey,Cotton,750ml,500ml,65,220V,28
5726,,,15.6,,65,,-7
5727,White,Steel,750ml,1L,65,230V,-8
5728,Silver,Metal,M,750ml,,230V,-2
5729,,Cotton,750ml,500ml,,,-3
5730,Silver,Mesh,L,N/A,120,220V,1
5731,White,Metal,XXL,N/A,250,N/A,27
5732,Blue,Mesh,XL,,120,N/A,15
5733,Silver,Steel,XL,,250,,-10
5734,Red,Steel,XXL,500ml,N/A,,12
5735,Black,Plastic,L,1L,120,,29
5736,White,Steel,15.6,,,,30
5737,Blue,Cotton,750ml,500ml,65,N/A,2
5738,Blue,Mesh,XXL,N/A,120,230V,-11
5739,Black,Plastic,S,1L,N/A,N/A,14
5740,Red,,,750ml,120,N/A,1
5741,Grey,Cotton,XXL,500ml,65,N/A,3
5742,Grey,Plastic,500ml,500ml,N/A,110V,39
5743,White,Plastic,500ml,,250,220V,-5
5744,Silver,,XXL,500ml,120,220V,-9
5745,Red,Steel,,500ml,N/A,,37
5746,,Steel,750ml,,250,,8
5747,Grey,Metal,M,N/A,,110V,9
5748,,Metal,,500ml,,110V,35
5749,Black,Cotton,L,750ml,65,230V,28
5750,Grey,,15.6,1L,250,,-10
5751,Grey,Plastic,,750ml,,230V,-12
5752,White,Mesh,XL,,120,230V,15
5753,Silver,,S,N/A,N/A,230V,7
5754,Grey,Plastic,,1L,N/A,N/A,47
5755,Black,Plastic,M,1L,65,220V,39
5756,Red,Mesh,750ml,750ml,120,220V,16
5757,Red,Cotton,L,,120,N/A,39
5758,Silver,Steel,,N/A,65,220V,-4
5759,White,,XL,1L,N/A,N/A,-6
5760,Silver,Plastic,L,750ml,,230V,1
5761,Silver,Mesh,500ml,750ml,,N/A,3
5762,White,Metal,15.6,,250,230V,-2
5763,Black,Metal,15.6,750ml,65,N/A,8
5764,,Plastic,750ml,N/A,120,N/A,21
5765,,Plastic,15.6,,65,N/A,40
5766,Silver,Plastic,L,N/A,,230V,28
5767,Blue,Steel,15.6,750ml,120,,5
5768,Black,Metal,L,1L,250,110V,20
5769,Blue,,500ml,N/A,,110V,38
5770,Silver,Steel,S,,250,110V,26
5771,White,Plastic,S,,65,N/A,24
5772,Black,,L,N/A,120,220V,29
5773,Red,Mesh,M,1L,N/A,220V,32
5774,Blue,Plastic,S,500ml,120,230V,15
5775,Black,Steel,,N/A,N/A,110V,0
5776,Black,Plastic,M,750ml,N/A,220V,22
5777,Silver,Metal,15.6,750ml,N/A,,3
5778,,Metal,750ml,,250,110V,40
5779,Grey,Steel,M,N/A,65,230V,40
5780,,Plastic,750ml,1L,250,,35
5781,Blue,Mesh,,N/A,,110V,44
5782,Silver,Mesh,,500ml,65,110V,35
5783,Silver,Plastic,XL,1L,120,230V,43
5784,Grey,Plastic,500ml,1L,,230V,42
5785,Black,Plastic,M,1L,65,230V,18
5786,Silver,Plastic,15.6,1L,65,N/A,2
5787,Silver,Plastic,15.6,,65,110V,45
5788,White,,XL,750ml,,110V,25
5789,White,Cotton,,500ml,250,220V,0
5790,,,500ml,1L,N/A,110V,23
5791,Grey,Cotton,XXL,,,220V,10
5792,Grey,Metal,15.6,,120,N/A,1
5793,Silver,Mesh,L,500ml,250,230V,34
5794,,Plastic,L,500ml,120,110V,23
5795,Blue,,S,750ml,120,230V,46
5796,White,,500ml,500ml,250,230V,15
5797,Black,Plastic,S,750ml,120,110V,-10
5798,Grey,,L,750ml,,220V,32
5799,Blue,Plastic,L,,120,230V,3
5800,Red,Cotton,750ml,1L,120,230V,17
5801,Red,,500ml,500ml,120,230V,31
5802,White,Mesh,500ml,750ml,65,230V,-5
5803,Grey,,XL,500ml,,220V,17
5804,White,,750ml,500ml,120,230V,46
5805,Red,Steel,750ml,,,,7
5806,Black,Mesh,M,,,N/A,36
5807,,Plastic,XL,500ml,250,220V,46
5808,Grey,Metal,L,N/A,,N/A,35
5809,Red,Cotton,M,750ml,120,110V,36
5810,Black,,15.6,500ml,65,230V,3
5811,White,Cotton,M,500ml,65,220V,35
5812,Red,Plastic,M,,65,N/A,38
5813,Black,Steel,15.6,1L,120,,19
5814,White,Steel,XXL,750ml,120,230V,12
5815,Black,Cotton,S,N/A,120,,-12
5816,,Steel,15.6,1L,N/A,,21
5817,Silver,Plastic,XL,750ml,250,,36
5818,Grey,Steel,,,120,230V,14
5819,Silver,Cotton,XL,1L,N/A,110V,35
5820,,Steel,,1L,,,-5
5821,White,,XXL,500ml,120,110V,4
5822,Black,Steel,500ml,500ml,65,N/A,29
5823,Silver,Steel,15.6,500ml,N/A,N/A,-10
5824,Blue,Cotton,500ml,,N/A,,16
5825,White,Mesh,M,1L,,,46
5826,,Cotton,S,,120,220V,38
5827,White,,15.6,750ml,250,220V,4
5828,Grey,,S,750ml,,230V,29
5829,,,750ml,,N/A,N/A,45
5830,White,,S,1L,N/A,,18
5831,Grey,Metal,XXL,1L,,230V,14
5832,White,Cotton,L,1L,120,N/A,22
5833,Blue,Plastic,,N/A,120,110V,9
5834,White,Cotton,L,N/A,,,41
5835,Red,Steel,S,,N/A,220V,-4
5836,Blue,Steel,15.6,500ml,250,230V,1
5837,Grey,Metal,,N/A,120,220V,31
5838,White,Cotton,S,N/A,120,220V,-7
5839,Grey,Steel,XXL,1L,65,N/A,28
5840,Grey,,XL,500ml,,110V,42
5841,Black,,750ml,500ml,120,230V,9
5842,,Plastic,15.6,500ml,120,110V,12
5843,Red,,500ml,750ml,65,,41
5844,Black,Metal,XXL,500ml,,,37
5845,Grey,,750ml,750ml,65,220V,-4
5846,,,,750ml,65,N/A,3
5847,Blue,Plastic,XL,750ml,N/A,110V,13
5848,Blue,,500ml,,N/A,230V,18
5849,Black,Steel,M,N/A,65,,33
5850,Black,Plastic,,750ml,250,,16
5851,Blue,,XL,500ml,250,110V,39
5852,Grey,Cotton,XXL,500ml,N/A,220V,9
5853,Silver,Steel,500ml,500ml,250,,-1
5854,Grey,Steel,500ml,500ml,65,110V,23
5855,Grey,Steel,15.6,500ml,N/A,N/A,-10
5856,Silver,Mesh,500ml,750ml,,230V,1
5857,White,,XL,N/A,120,N/A,37
5858,,Mesh,L,1L,,N/A,29
5859,Grey,,,750ml,250,,-1
5860,,,M,1L,N/A,220V,23
5861,White,Mesh,500ml,750ml,65,,-4
5862,Blue,Steel,XXL,,65,N/A,45
5863,Silver,Metal,500ml,N/A,,,6
5864,Black,Mesh,L,750ml,65,220V,15
5865,Grey,Steel,XXL,N/A,,N/A,21
5866,Black,Cotton,XL,N/A,250,220V,6
5867,Red,,750ml,N/A,N/A,110V,2
5868,Red,Steel,S,750ml,N/A,N/A,31
5869,Black,Plastic,XXL,1L,N/A,110V,6
5870,Grey,Metal,XL,N/A,65,110V,27
5871,White,Mesh,750ml,500ml,N/A,110V,20
5872,Grey,Mesh,500ml,N/A,65,220V,43
5873,Grey,Mesh,750ml,750ml,250,N/A,46
5874,,Plastic,L,,65,N/A,-9
5875,,Plastic,750ml,750ml,N/A,230V,4
5876,Black,Plastic,500ml,1L,N/A,N/A,-1
5877,Black,Metal,XXL,,N/A,220V,-3
5878,White,,,1L,65,220V,28
5879,Blue,,15.6,750ml,65,,14
5880,Blue,,XL,500ml,N/A,,-9
5881,Blue,Cotton,XXL,N/A,250,110V,-10
5882,Red,Steel,500ml,500ml,,220V,7
5883,Black,Steel,XL,N/A,N/A,230V,14
5884,,Steel,15.6,750ml,,N/A,-12
5885,Blue,Metal,XL,750ml,120,110V,-9
5886,,Cotton,M,N/A,N/A,,21
5887,Black,Steel,L,N/A,250,N/A,43
5888,Red,Steel,S,,,N/A,15
5889,,Cotton,XL,,250,220V,47
5890,White,Steel,M,1L,65,110V,5
5891,Red,Plastic,S,750ml,,,10
5892,Black,Cotton,500ml,,,230V,-2
5893,Red,Steel,L,500ml,65,110V,8
5894,White,Mesh,XL,500ml,120,,25
5895,Red,Mesh,500ml,750ml,,230V,28
5896,,Metal,L,N/A,65,230V,-12
5897,White,Plastic,500ml,750ml,,N/A,43
5898,White,Steel,,750ml,N/A,110V,3
5899,,,S,500ml,250,110V,37
5900,Grey,Plastic,S,500ml,250,220V,10
5901,Blue,Mesh,M,1L,,N/A,21
5902,Black,,500ml,N/A,120,110V,41
5903,,Metal,S,500ml,120,110V,17
5904,Black,Steel,500ml,1L,250,220V,5
5905,Red,Mesh,,750ml,N/A,110V,28
5906,,Plastic,M,N/A,250,220V,29
5907,Blue,Plastic,M,1L,65,230V,44
5908,,,XL,500ml,65,230V,9
5909,Black,Mesh,S,1L,120,110V,1
5910,Grey,Metal,XL,,65,N/A,36
5911,Blue,Mesh,750ml,1L,120,N/A,39
5912,Blue,Mesh,15.6,,65,110V,25
5913,Grey,,750ml,,120,230V,4
5914,Silver,Mesh,L,N/A,65,220V,28
5915,Grey,Steel,750ml,1L,120,110V,47
5916,Red,Cotton,XL,500ml,250,230V,2
5917,Silver,Cotton,500ml,N/A,65,230V,-8
5918,Blue,,500ml,500ml,65,110V,31
5919,,Metal,S,750ml,250,N/A,44
5920,Silver,,XXL,500ml,N/A,230V,37
5921,Grey,Cotton,XL,750ml,N/A,N/A,30
5922,White,Mesh,S,750ml,N/A,N/A,27
5923,,Cotton,XXL,750ml,120,N/A,-7
5924,Silver,Metal,15.6,1L,,230V,0
5925,,Cotton,S,1L,120,,41
5926,Silver,,750ml,750ml,120,,-9
5927,Black,Plastic,XXL,500ml,65,230V,3
5928,Blue,Plastic,S,1L,N/A,230V,-6
5929,Silver,Cotton,500ml,,250,230V,24
5930,Red,Steel,,750ml,,110V,32
5931,Grey,Plastic,15.6,500ml,120,220V,0
5932,White,Mesh,M,,250,,23
5933,Silver,Metal,15.6,1L,250,110V,47
5934,Blue,,500ml,N/A,N/A,N/A,44
5935,Silver,Cotton,M,500ml,250,N/A,6
5936,White,,XL,1L,120,N/A,46
5937,Silver,,,,,220V,17
5938,Grey,Cotton,XL,1L,120,110V,32
5939,Black,Cotton,XXL,1L,65,220V,23
5940,Silver,Mesh,500ml,1L,120,110V,21
5941,,Metal,XXL,,N/A,220V,-3
5942,Grey,,,,,230V,32
5943,Silver,Cotton,15.6,500ml,250,N/A,15
5944,Silver,Metal,,1L,N/A,230V,38
5945,Black,Steel,500ml,500ml,N/A,N/A,-11
5946,Silver,Plastic,L,1L,250,,24
5947,Black,Metal,S,1L,250,220V,37
5948,Black,Cotton,S,,65,,-11
5949,Grey,Metal,XL,,65,230V,27
5950,Grey,Metal,XXL,N/A,120,110V,33
5951,Blue,Metal,,N/A,N/A,N/A,43
5952,Silver,,XL,500ml,,110V,-6
5953,,Metal,750ml,750ml,N/A,110V,40
5954,,Cotton,500ml,,120,230V,-3
5955,Silver,Mesh,XL,750ml,120,220V,30
5956,,Metal,750ml,1L,250,110V,25
5957,Red,,S,500ml,65,230V,45
5958,Silver,,XL,500ml,N/A,230V,12
5959,Red,Plastic,L,1L,250,230V,32
5960,Silver,Metal,L,500ml,,N/A,15
5961,Blue,Plastic,500ml,750ml,120,220V,6
5962,Blue,,750ml,,120,,14
5963,Silver,Cotton,XL,,N/A,230V,30
5964,Black,Mesh,XL,,120,220V,34
5965,Silver,Cotton,M,1L,65,230V,23
5966,Red,Plastic,500ml,750ml,120,,42
5967,Red,Metal,,1L,120,110V,9
5968,Black,Metal,15.6,,65,230V,18
5969,Red,Steel,500ml,750ml,65,110V,30
5970,Blue,Cotton,L,1L,,,41
5971,Black,Plastic,XL,,,N/A,35
5972,Black,Steel,XL,N/A,120,N/A,-3
5973,Silver,,500ml,750ml,250,220V,21
5974,,Cotton,M,750ml,,110V,15
5975,Black,,15.6,,65,N/A,-4
5976,White,,XXL,750ml,65,220V,-5
5977,,Cotton,XXL,750ml,65,110V,27
5978,Grey,Plastic,500ml,500ml,,N/A,8
5979,Grey,Plastic,750ml,750ml,120,230V,35
5980,Red,Cotton,15.6,500ml,N/A,N/A,39
5981,Red,Plastic,XXL,N/A,65,230V,-11
5982,Red,Plastic,15.6,750ml,,230V,40
5983,Silver,,XXL,N/A,,230V,31
5984,Blue,Steel,,500ml,250,230V,28
5985,Grey,Mesh,15.6,500ml,65,110V,15
5986,Blue,Steel,500ml,,65,N/A,15
5987,,,S,500ml,N/A,230V,27
5988,Red,,M,N/A,N/A,110V,32
5989,Red,Metal,XL,750ml,,,8
5990,White,Mesh,15.6,1L,250,N/A,-9
5991,,,XXL,1L,65,230V,27
5992,Red,Steel,S,N/A,120,,14
5993,White,Mesh,500ml,,120,110V,-6
5994,White,,XL,500ml,,N/A,12
5995,Red,Metal,750ml,1L,,110V,25
5996,,Metal,XL,,N/A,,30
5997,Red,,XXL,,250,230V,6
5998,Blue,,XXL,500ml,,,4
5999,Black,Cotton,XL,750ml,250,N/A,-7
6000,White,Steel,,N/A,N/A,,9
6001,Blue,,XL,1L,250,110V,4
6002,Black,Steel,500ml,1L,N/A,230V,20
6003,,Plastic,500ml,1L,120,110V,-11
6004,Red,Metal,,500ml,,110V,31
6005,Silver,Cotton,M,,,110V,7
6006,Blue,Steel,750ml,1L,120,230V,-2
6007,Red,Steel,L,,,110V,25
6008,Silver,Plastic,,,,110V,16
6009,Red,Cotton,L,500ml,65,110V,6
6010,Black,,M,750ml,250,230V,32
6011,Silver,Steel,XXL,750ml,65,220V,8
6012,White,Plastic,750ml,500ml,N/A,230V,14
6013,White,Metal,XXL,1L,N/A,110V,47
6014,Grey,Steel,M,500ml,,230V,-1
6015,Red,Cotton,M,500ml,,220V,16
6016,Blue,Cotton,750ml,,65,110V,-11
6017,Black,Metal,XXL,N/A,250,110V,-9
6018,Grey,,750ml,1L,N/A,230V,32
6019,Blue,,M,,,220V,23
6020,White,Cotton,750ml,1L,N/A,220V,12
6021,White,,S,1L,120,230V,-4
6022,White,Cotton,L,750ml,120,,47
6023,Red,Mesh,500ml,1L,250,,46
6024,Red,,750ml,750ml,65,230V,24
6025,Blue,Mesh,15.6,1L,65,110V,46
6026,Black,,XL,750ml,120,,17
6027,Red,Mesh,M,500ml,120,,39
6028,Blue,Metal,500ml,N/A,,230V,19
6029,Grey,Cotton,XL,1L,250,110V,44
6030,White,Mesh,500ml,,N/A,230V,35
6031,White,Cotton,XL,,65,110V,36
6032,Red,,XXL,1L,,220V,18
6033,Red,Steel,XL,500ml,N/A,230V,-4
6034,Red,Mesh,XL,N/A,65,220V,7
6035,Silver,Steel,S,1L,,110V,16
6036,White,Metal,15.6,750ml,,220V,7
6037,Red,Steel,S,,N/A,220V,20
6038,Red,,,1L,65,230V,45
6039,Blue,Cotton,S,500ml,65,230V,14
6040,Grey,Steel,S,500ml,,230V,36
6041,Blue,Metal,15.6,1L,250,110V,33
6042,,Metal,,500ml,65,N/A,20
6043,Silver,Cotton,M,750ml,250,220V,-2
6044,Black,Cotton,500ml,500ml,65,220V,6
6045,Black,Steel,15.6,1L,250,N/A,13
6046,Red,Mesh,15.6,,,220V,46
6047,Silver,Mesh,M,,N/A,110V,32
6048,White,Plastic,M,N/A,65,,33
6049,,Metal,750ml,1L,65,N/A,-1
6050,,Mesh,M,,250,110V,1
6051,Grey,Plastic,L,500ml,120,,-1
6052,Blue,,500ml,1L,250,,22
6053,Red,Metal,,N/A,,220V,-9
6054,White,Cotton,15.6,,,220V,13
6055,Silver,Cotton,500ml,,120,220V,8
6056,White,Metal,,500ml,250,N/A,24
6057,Silver,Cotton,XXL,500ml,65,,3
6058,,Cotton,750ml,,65,110V,35
6059,Grey,Mesh,,N/A,N/A,,35
6060,Silver,Metal,L,N/A,,,-10
6061,Black,Plastic,750ml,1L,250,110V,31
6062,,Mesh,XXL,1L,65,110V,19
6063,Silver,Cotton,M,,N/A,,-4
6064,,Steel,S,750ml,120,,15
6065,,Metal,XXL,1L,N/A,230V,38
6066,Silver,Metal,750ml,N/A,,110V,32
6067,Red,Steel,750ml,750ml,65,230V,33
6068,Grey,Plastic,,750ml,N/A,220V,35
6069,Grey,Steel,S,,250,N/A,-4
6070,Red,Cotton,XXL,500ml,250,110V,27
6071,White,Plastic,,1L,120,220V,20
6072,Blue,Cotton,M,1L,120,N/A,20
6073,,Plastic,S,N/A,250,,32
6074,Red,Plastic,XL,1L,N/A,230V,2
6075,Blue,Cotton,,750ml,N/A,110V,37
6076,Blue,Plastic,L,500ml,65,N/A,26
6077,Blue,,S,N/A,N/A,110V,10
6078,White,Mesh,XXL,,120,110V,26
6079,Grey,Cotton,15.6,N/A,65,230V,14
6080,Grey,Cotton,L,750ml,,230V,2
6081,Black,Plastic,M,N/A,250,,-6
6082,Black,Cotton,M,N/A,N/A,220V,12
6083,Black,Cotton,XL,1L,120,,-2
6084,Red,Metal,S,N/A,250,230V,15
6085,Blue,,750ml,500ml,,220V,29
6086,,Cotton,M,500ml,120,,11
6087,White,Mesh,XL,,,,43
6088,Grey,Metal,500ml,,250,,30
6089,Silver,Steel,,,120,110V,12
6090,Grey,Steel,500ml,750ml,250,,3
6091,White,Mesh,S,750ml,N/A,,-7
6092,White,Cotton,500ml,1L,65,220V,24
6093,Blue,Cotton,S,750ml,120,110V,21
6094,,Steel,750ml,750ml,65,N/A,9
6095,,Plastic,15.6,N/A,120,N/A,39
6096,Silver,Steel,15.6,N/A,65,N/A,29
6097,White,Metal,M,N/A,65,230V,4
6098,Black,Metal,XL,500ml,N/A,220V,-2
6099,Grey,Cotton,M,,N/A,,11
6100,Blue,,,,250,220V,-1
6101,Red,Metal,750ml,500ml,N/A,230V,34
6102,,Plastic,M,750ml,65,110V,34
6103,Grey,Metal,750ml,1L,65,N/A,29
6104,Blue,,S,N/A,250,220V,-11
6105,Grey,Plastic,S,N/A,N/A,,16
6106,,Steel,XL,,65,,0
6107,Black,Cotton,XXL,N/A,,230V,9
6108,White,Cotton,M,750ml,,110V,25
6109,Red,Mesh,15.6,500ml,120,N/A,20
6110,Blue,,XXL,,,N/A,1
6111,Grey,Metal,XL,1L,250,230V,10
6112,Red,,15.6,N/A,65,220V,44
6113,Red,Cotton,XL,N/A,N/A,,33
6114,,,XXL,500ml,250,110V,12
6115,Red,,15.6,N/A,65,N/A,10
6116,Red,Metal,XXL,,65,230V,36
6117,Red,Mesh,XXL,750ml,120,110V,13
6118,Blue,,,500ml,120,,-4
6119,Silver,Cotton,,500ml,N/A,230V,25
6120,,Steel,M,750ml,120,,-3
6121,Silver,,S,750ml,250,110V,1
6122,,Plastic,XL,500ml,,230V,1
6123,Silver,,M,N/A,250,N/A,46
6124,,Plastic,500ml,750ml,N/A,230V,-12
6125,Blue,Steel,XL,750ml,65,,28
6126,Blue,Mesh,M,N/A,65,N/A,8
6127,,,,500ml,,N/A,28
6128,Blue,Mesh,M,1L,65,220V,46
6129,Silver,Plastic,L,750ml,N/A,220V,34
6130,White,Plastic,15.6,N/A,,220V,28
6131,Blue,Plastic,L,750ml,120,,5
6132,Black,Metal,,1L,N/A,230V,33
6133,Silver,Metal,L,1L,250,110V,7
6134,Grey,Cotton,XXL,750ml,65,,34
6135,Red,Plastic,15.6,1L,N/A,N/A,47
6136,Silver,Metal,750ml,,65,230V,2
6137,White,Cotton,500ml,500ml,120,230V,35
6138,Silver,Metal,,750ml,65,,23
6139,Black,Cotton,500ml,N/A,65,N/A,-6
6140,Red,Cotton,M,1L,250,220V,16
6141,Black,,750ml,750ml,250,220V,-2
6142,,,500ml,500ml,120,N/A,41
6143,Silver,,750ml,N/A,120,110V,41
6144,Red,Steel,15.6,1L,,220V,6
6145,Blue,Metal,,500ml,65,N/A,16
6146,Black,,M,,120,230V,31
6147,Blue,Mesh,XL,500ml,120,220V,10
6148,Red,Plastic,XXL,1L,,N/A,1
6149,White,Plastic,XL,,120,230V,6
6150,Silver,,M,N/A,250,230V,27
6151,Blue,Cotton,500ml,500ml,250,230V,34
6152,Black,,XL,500ml,N/A,,24
6153,Black,,15.6,N/A,,N/A,2
6154,,,,500ml,250,110V,-12
6155,White,,XXL,N/A,120,110V,41
6156,,Cotton,XXL,500ml,,230V,10
6157,,Steel,500ml,500ml,120,N/A,8
6158,Grey,Mesh,XL,1L,,110V,38
6159,White,,750ml,1L,250,,3
6160,Silver,Metal,XL,500ml,65,,-2
6161,Red,Steel,15.6,500ml,120,,6
6162,,Cotton,XXL,,120,110V,45
6163,Grey,Steel,,,120,230V,18
6164,Blue,Plastic,15.6,750ml,120,110V,0
6165,Grey,Plastic,750ml,500ml,,,33
6166,,Mesh,XXL,750ml,N/A,230V,-5
6167,Grey,Plastic,,500ml,N/A,110V,-1
6168,Blue,Metal,S,,,230V,21
6169,Grey,Cotton,XXL,500ml,120,110V,34
6170,Red,Steel,750ml,500ml,,220V,37
6171,Blue,Cotton,S,750ml,250,,47
6172,Red,Mesh,XXL,,65,220V,-6
6173,,Metal,500ml,1L,N/A,220V,46
6174,White,Cotton,15.6,N/A,120,230V,2
6175,White,Plastic,S,N/A,N/A,N/A,32
6176,White,Plastic,XL,500ml,N/A,N/A,28
6177,,Cotton,15.6,N/A,120,,18
6178,,Mesh,500ml,,120,,39
6179,Silver,,L,,250,110V,8
6180,Grey,Metal,L,500ml,,N/A,42
6181,Silver,Plastic,XXL,,120,,47
6182,Blue,Plastic,,,120,N/A,2
6183,Black,Plastic,750ml,N/A,N/A,230V,14
6184,Silver,Steel,XXL,750ml,250,110V,4
6185,Blue,,750ml,500ml,65,N/A,-6
6186,Silver,Steel,750ml,N/A,120,,11
6187,Black,Metal,,750ml,65,,2
6188,Silver,Cotton,S,,65,220V,16
6189,,Plastic,15.6,750ml,250,,46
6190,Red,Metal,XL,500ml,65,220V,-6
6191,Grey,Steel,,N/A,120,230V,31
6192,,Cotton,15.6,500ml,,110V,-11
6193,,Mesh,,750ml,,110V,45
6194,Silver,Metal,L,500ml,65,N/A,20
6195,Silver,Cotton,L,,120,220V,-6
6196,Red,Metal,750ml,1L,N/A,220V,37
6197,,Steel,M,1L,120,230V,30
6198,White,Plastic,M,750ml,250,110V,28
6199,Black,Steel,M,500ml,65,,30
6200,Blue,,S,750ml,,220V,17
6201,,Cotton,M,750ml,250,220V,3
6202,,Steel,M,750ml,N/A,N/A,17
6203,White,Cotton,L,750ml,120,110V,37
6204,Black,Plastic,750ml,500ml,65,110V,-4
6205,,Cotton,S,750ml,250,,-6
6206,Blue,,15.6,500ml,N/A,220V,23
6207,Red,Steel,XXL,750ml,N/A,,8
6208,Grey,Mesh,750ml,,N/A,,14
6209,Blue,Metal,XL,,65,110V,-9
6210,Silver,Metal,15.6,1L,N/A,230V,25
6211,Blue,Steel,,,250,230V,13
6212,White,Plastic,L,1L,120,,44
6213,Blue,Mesh,15.6,1L,N/A,230V,26
6214,Silver,Steel,M,1L,250,,16
6215,Red,Plastic,500ml,500ml,,220V,8
6216,Blue,Cotton,750ml,500ml,,220V,9
6217,Grey,,750ml,500ml,N/A,110V,30
6218,Blue,,M,750ml,120,230V,2
6219,,Steel,750ml,N/A,N/A,220V,21
6220,White,Steel,XXL,N/A,N/A,110V,12
6221,Red,Mesh,M,750ml,,110V,-1
6222,White,Steel,XXL,,120,110V,11
6223,White,Metal,,1L,N/A,110V,16
6224,Red,Mesh,750ml,N/A,,,23
6225,White,Mesh,500ml,N/A,65,110V,39
6226,White,,XL,750ml,,220V,21
6227,Silver,Cotton,500ml,1L,65,230V,40
6228,Grey,Metal,S,500ml,120,220V,47
6229,,,M,500ml,65,220V,32
6230,White,Metal,XL,1L,,N/A,1
6231,Silver,Mesh,,500ml,,230V,40
6232,Red,Plastic,500ml,N/A,,110V,26
6233,Black,,,1L,,110V,-1
6234,Grey,Steel,15.6,1L,250,110V,11
6235,Black,Cotton,M,1L,250,,6
6236,Grey,,XL,750ml,250,230V,20
6237,Silver,,,1L,,230V,2
6238,,Metal,L,,N/A,,26
6239,Blue,Cotton,500ml,750ml,N/A,230V,17
6240,Grey,Mesh,500ml,500ml,65,N/A,1
6241,Red,Cotton,500ml,500ml,120,,29
6242,Blue,Plastic,750ml,500ml,120,230V,8
6243,Grey,,750ml,N/A,65,,42
6244,Silver,,S,500ml,250,230V,-2
6245,Blue,Mesh,XXL,500ml,65,N/A,39
